stg_item_cd,stg_item_sub_segment_desc_txt,stg_item_segment_desc_txt,stg_item_category_desc_txt,stg_item_sub_dept_desc_txt,stg_item_dept_desc_txt
129211,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
57427,Candle,Candle,Illumination,General Needs,Household
21022,Toothpastes/Powder,Toothpastes/Powder,Toothpastes/Powder,Oral Care,Household
413908,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
85426,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
96334,Packets,Flavoured,Full Cream,Milk,Chilled
86479,Pappadam,Pappadam,Meal Accompaniments,Meal Accompaniments,Grocery
217339,Pappadam,Pappadam,Meal Accompaniments,Meal Accompaniments,Grocery
208915,Local,Assorted Sweet Cookies Giftpacks/Ti,Sweet Biscuits/Cookies  Giftpacks/T,Biscuits,Grocery
515635,Packets,Packets,Quail,Eggs,Grocery
912778,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
1083607,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
895084,Local,Potato,Crisp/Chips,Snacks,Grocery
215836,Hair Removal Creams,Hair Removal Creams,Hair Remover,Hand & Body Care,Household
996172,Lip Gloss,Lip Gloss,Lip Cosmetics,Cosmetics,Household
368440,Shaving Gel,Shaving Gel,Pre Shave,Men's Toiletries,Household
993859,Stain Removers,Stain Removers,Laundry Bleach,Laundry Care,Household
32623,Tins,Tins & Cubes,Car Care Air Freshener,Car Care,Household
101257,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
1072816,Regular Balloons,Regular Balloons,Balloons,Party Ware,Household
909835,Cosmetic,Cosmetic,Shampoo,Hair Care,Household
1099231,3 in 1,Instant Powdered Chocolate Drinks,Instant Chocolate Drinks,Chocolate Drink,Beverages
712096,Bottles,Regular,RTD,Juices,Beverages
979468,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
1063141,FOW-Thai,FOW-Thai,FOW-Thai,FOW,Grocery
1104955,Local,Sauces - Chillie Based,Ambient Table Sauces,Sauce,Grocery
1049029,Cocoa Powder,Cocoa Powder,Dessert Ingredients,Desserts,Grocery
1083652,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
42055,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
117745,Protection Soap,Soap,Body Cleansing,Hand & Body Care,Household
979792,Hair Gel,Hair Gel,Men's Hair Styling,Men's Toiletries,Household
391246,Stain Removers,Stain Removers,Laundry Bleach,Laundry Care,Household
899053,Fabric Softener,Fabric Softener,Fabric Softener,Laundry Care,Household
243727,Cleaning Wipers,Cleaning Wipers,"Brooms , Brushers & Mops",Cleaning Durables,Household
105460,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
116197,Scented,Candle,Illumination,General Needs,Household
101995,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
139579,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
274561,Clinical Gel,Floride Tooth Paste,Tooth Paste,Oral Care,Household
91789,Regular Paste,Floride Tooth Paste,Tooth Paste,Oral Care,Household
274156,Regular Serviettes &,Regular Serviettes & Napkins,Serviettes & Napkins,Paper Goods,Household
41920,Glass Bottles,Glass Bottles,Glass Bottles,Carbonated,Beverages
1094695,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
841876,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
44629,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
1075894,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
1070476,Whole,Cardamom,Spices,Seasoning & Coconut Cream,Grocery
1024054,FOW-Thai,FOW-Thai,FOW-Thai,FOW,Grocery
213145,Local,Sauces - Chillie Based,Ambient Table Sauces,Sauce,Grocery
33568,Unclassified,Unclassified,Unclassified,Long Life,Grocery
1041424,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
1104496,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
1083895,Specialty,Specialty,Cake,Bakery,Grocery
1086424,Foot Cream,Foot Cream & Lotion,Foot Care,Hand & Body Care,Household
234097,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
222415,Candle,Candle,Illumination,General Needs,Household
51757,Candle,Candle,Illumination,General Needs,Household
992914,Regular Paste,Floride Tooth Paste,Tooth Paste,Oral Care,Household
56410,Medicated,Pet Grooming Shampoo/Soap,Pet Grooming,Pet Care,Household
107674,Razors,Razors,Shaving Accessories,Toiletries Men,Household
424069,Shampoo + Conditione,Shampoo + Conditioner,Shampoo,Hair Care,Household
382768,Non Alcoholic Wine,Non Alcoholic Wine,Non Alcoholic Wine,Non Alcoholic Beers and Wines,Beverages
387583,Cheddar,Cheddar Cheese,Cheese Slices,Cheese,Chilled
93904,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
854629,Regular,Flavoured,Imported,Yoghurt,Chilled
135619,Whole,Cardamom,Spices,Seasoning & Coconut Cream,Grocery
1034143,Packets,Semolina,Semolina,Pulses,Grocery
1028050,Bottles,Tomato Pasta Sauce,Pasta Sauce,Pasta & Noodles,Grocery
1062016,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
1068793,Female Fragrance Gif,Female Fragrance Gift Packs,Female Fragrance Gift Packs,Female Fragrance,Household
211174,Protection Soap,Soap,Body Cleansing,Hand & Body Care,Household
823696,Shaving Gel,Shaving Gel,Pre Shave,Men's Toiletries,Household
828304,All Purpose Floor &,All Purpose Floor & Tile Cleaners,All Purpose Cleaners,Cleaning Consumables,Household
1024693,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
115243,Scented,Candle,Illumination,General Needs,Household
920860,Shoe Care Liquids,Shoe Polish,Shoe Care,General Needs,Household
1026241,Medicated,Pet Grooming Shampoo/Soap,Pet Grooming,Pet Care,Household
116053,Shampoo + Conditione,Shampoo + Conditioner,Shampoo,Hair Care,Household
108286,Bottles,Regular,RTD,Juices,Beverages
1034818,Bags,Bags,Non Flavored Tea,Tea,Beverages
93481,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
382975,Whole,Pepper,Spices,Seasoning & Coconut Cream,Grocery
892645,Ginger Preserves,Ginger Preserves,Processed/Preserved Fruits,Dessert Ingredients,Grocery
73384,Golden Syrup,Golden Syrup,Ambient Dessert Syrups & Toppings,Desserts,Grocery
1101823,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
825784,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
16747,Candle,Candle,Illumination,General Needs,Household
1014568,Shoe Care Liquids,Shoe Polish,Shoe Care,General Needs,Household
831310,Wind screener -glass,Wind screener -glass cleaner,Car Care Cleaning  Exterior,Car Care,Household
122749,Regular Balloons,Regular Balloons,Balloons,Party Ware,Household
875986,Shampoo + Conditione,Shampoo + Conditioner,Shampoo,Hair Care,Household
395971,Shampoo + Conditione,Shampoo + Conditioner,Shampoo,Hair Care,Household
815731,Regular,Flavoured,Imported,Yoghurt,Chilled
93427,Pappadam,Pappadam,Meal Accompaniments,Meal Accompaniments,Grocery
1042279,FOW-Thai,FOW-Thai,FOW-Thai,FOW,Grocery
412324,Bulk,Bulk,Peas,Pulses,Grocery
128734,Sticks,Imported,Wafers,Biscuits,Grocery
1015135,Local,Gram,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
1062043,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
405889,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
401713,Foot Scrub,Foot Scrub,Foot Care,Hand & Body Care,Household
996118,Lip Gloss,Lip Gloss,Lip Cosmetics,Cosmetics,Household
402712,Laundry Aids,Laundry Aids,Laundry Aids,Laundry Care,Household
81889,Glass & Window Clean,Glass & Window Cleaners,All Purpose Cleaners,Cleaning Consumables,Household
56284,Candle,Candle,Illumination,General Needs,Household
100843,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
832012,Clinical Gel,Floride Tooth Paste,Tooth Paste,Oral Care,Household
1119094,Regular Balloons,Regular Balloons,Balloons,Party Ware,Household
22138,Bottles,Regular,RTD,Juices,Beverages
3184,Cans,Regular,RTD,Juices,Beverages
1024468,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
21328,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
399697,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
1013434,Bags,Bags,Non Flavored Tea,Tea,Beverages
1070440,Whole,Pepper,Spices,Seasoning & Coconut Cream,Grocery
862018,Packets,Regular,Oats,Cereals,Grocery
949507,Local,Sauces - Chillie Based,Ambient Table Sauces,Sauce,Grocery
26098,Local,Sauces - Chillie Based,Ambient Table Sauces,Sauce,Grocery
97324,Pickles,Pickles,Pickles,Condiments,Grocery
840400,Bottles,Tomato Pasta Sauce,Pasta Sauce,Pasta & Noodles,Grocery
75445,Local,Ready to Eat Popcorn,Popcorn & Popping Corn,Snacks,Grocery
1060279,Protection Soap,Soap,Body Cleansing,Hand & Body Care,Household
271753,Protection Soap,Soap,Body Cleansing,Hand & Body Care,Household
1066030,All Purpose Floor &,All Purpose Floor & Tile Cleaners,All Purpose Cleaners,Cleaning Consumables,Household
102688,Umbrella,Umbrella,Umbrella,General Needs,Household
55420,Candle,Candle,Illumination,General Needs,Household
1102705,Regular Paste,Floride Tooth Paste,Tooth Paste,Oral Care,Household
828214,Toothpastes/Powder,Toothpastes/Powder,Toothpastes/Powder,Oral Care,Household
44215,Collar/Chain,Collar/Chain,Accessories,Pet Care,Household
18664,Regular Balloons,Regular Balloons,Balloons,Party Ware,Household
18628,Regular Balloons,Regular Balloons,Balloons,Party Ware,Household
32290,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
408850,Whole,Mustard,Spices,Seasoning & Coconut Cream,Grocery
1096684,Local,Mayonnaise,Ambient Salad Accompaniments,Meal Accompaniments,Grocery
1006081,Local,Assorted Sweet Cookies Giftpacks/Ti,Sweet Biscuits/Cookies  Giftpacks/T,Biscuits,Grocery
574774,Pickles,Pickles,Pickles,Condiments,Grocery
1077271,Maple Syrup,Maple Syrup,Ambient Dessert Syrups & Toppings,Desserts,Grocery
109096,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
1028788,Female Fragrance Gif,Female Fragrance Gift Packs,Female Fragrance Gift Packs,Female Fragrance,Household
1084381,Protection Soap,Soap,Body Cleansing,Hand & Body Care,Household
1009159,Foot Cream,Foot Cream & Lotion,Foot Care,Hand & Body Care,Household
832552,Shaving Gel,Shaving Gel,Pre Shave,Men's Toiletries,Household
105064,Umbrella,Umbrella,Umbrella,General Needs,Household
1032136,Need Based Facial Cl,Facial Cleansers,Facial Cleansing,Facial Care,Household
139282,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
1084705,Medicated,Pet Grooming Shampoo/Soap,Pet Grooming,Pet Care,Household
975112,Regular Balloons,Regular Balloons,Balloons,Party Ware,Household
837151,Cans,Regular,RTD,Juices,Beverages
1016809,Bags,Bags,Non Flavored Tea,Tea,Beverages
1021183,Watalappan,Watalappan,Chillled Puddings,Desserts,Chilled
86344,Cocoa Powder,Cocoa Powder,Dessert Ingredients,Desserts,Grocery
410686,Peanut Butter,Peanut Butter,Peanut Butter,Spreads,Grocery
385090,Bottles,Tomato Pasta Sauce,Pasta Sauce,Pasta & Noodles,Grocery
1069891,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
33955,Herbal & Natural Soa,Soap,Body Cleansing,Hand & Body Care,Household
1104874,Men's Face Creams,Men's Face Creams,Men's Facial Care,Men's Toiletries,Household
527506,Fabric Softener,Fabric Softener,Fabric Softener,Laundry Care,Household
348343,All Purpose Floor &,All Purpose Floor & Tile Cleaners,All Purpose Cleaners,Cleaning Consumables,Household
268864,Baby Clothing,Baby Clothing,Baby Clothing,Baby Needs,Household
267703,Umbrella,Umbrella,Umbrella,General Needs,Household
1014541,Shoe Care Liquids,Shoe Polish,Shoe Care,General Needs,Household
116224,Shoe Care Liquids,Shoe Polish,Shoe Care,General Needs,Household
1093723,Lip Balm,Lip Balm,Lip Care,Facial Care,Household
1085785,Tins,Tins & Cubes,Car Care Air Freshener,Car Care,Household
77866,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
11770,Regular Serviettes &,Regular Serviettes & Napkins,Serviettes & Napkins,Paper Goods,Household
249721,Adult Diapers Large,Adult Diapers,Adult Diapers,Personal Hygiene,Household
852604,Bottles,Regular,RTD,Juices,Beverages
848149,Bags,Bags,Non Flavored Tea,Tea,Beverages
135781,Whole,Mustard,Spices,Seasoning & Coconut Cream,Grocery
1063051,FOW-Thai,FOW-Thai,FOW-Thai,FOW,Grocery
139102,Raisins,Raisins,Processed/Preserved Fruits,Dessert Ingredients,Grocery
65968,Flavoured,Local,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
3940,Local,Jujubs,Sugar Confectionary,Confectionery,Grocery
1109536,Gram Flour,Gram Flour,Gram Flour,Flour,Grocery
1069900,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
1069954,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
1029760,Female Fragrance Gif,Female Fragrance Gift Packs,Female Fragrance Gift Packs,Female Fragrance,Household
385117,Herbal & Natural Soa,Soap,Body Cleansing,Hand & Body Care,Household
902608,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
91870,Facial Care,Facial Care,Skin Care,Toiletries Unisex,Household
45394,Candle,Candle,Illumination,General Needs,Household
51055,Candle,Candle,Illumination,General Needs,Household
111769,Scented,Candle,Illumination,General Needs,Household
114910,Shoe Care Liquids,Shoe Polish,Shoe Care,General Needs,Household
918826,Regular Serviettes &,Regular Serviettes & Napkins,Serviettes & Napkins,Paper Goods,Household
1047058,Panty Liners,Panty Liners,Other Feminine Hygiene Needs,Personal Hygiene,Household
1029823,Tetra,Single Consumption RTD Juices,Single Consumption RTD Beverages,RTD Beverages,Beverages
941758,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
382759,Non Alcoholic Wine,Non Alcoholic Wine,Non Alcoholic Wine,Non Alcoholic Beers and Wines,Beverages
1094884,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
89719,Regular,Flavoured,Imported,Yoghurt,Chilled
1000924,FOW-Thai,FOW-Thai,FOW-Thai,FOW,Grocery
281770,Local,Rice Cereals,Packaged Cereals,Cereals,Grocery
897217,Wheat,Wheat,Wheat,Flour,Grocery
1002328,Lip Gloss,Lip Gloss,Lip Cosmetics,Cosmetics,Household
909637,Men's Face Creams,Men's Face Creams,Men's Facial Care,Men's Toiletries,Household
889324,Spray Starch,Spray Starch,Fabric Fresheners & Ironing,Laundry Care,Household
76615,Candle,Candle,Illumination,General Needs,Household
850165,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
1038130,Clinical Gel,Floride Tooth Paste,Tooth Paste,Oral Care,Household
1035394,Popper/ Spray/Horns,Popper/ Spray/Horns,Party Accessories,Party Ware,Household
837016,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
999619,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
385081,Bottles,Tomato Pasta Sauce,Pasta Sauce,Pasta & Noodles,Grocery
364714,Local,Gram,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
92671,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
30931,Specialty,Specialty,Cake,Bakery,Grocery
955024,Refill,Hand wash,Hand Cleansing,Hand & Body Care,Household
58588,Refill,Hand wash,Hand Cleansing,Hand & Body Care,Household
100474,Fabric Softener,Fabric Softener,Fabric Softener,Laundry Care,Household
1072348,All Purpose Floor &,All Purpose Floor & Tile Cleaners,All Purpose Cleaners,Cleaning Consumables,Household
null,All Purpose Floor &,All Purpose Floor & Tile Cleaners,All Purpose Cleaners,Cleaning Consumables,Household
908701,Baby Body Oil,Baby Body Oil,Baby Skin Care,Baby Needs,Household
376144,Baby Body Oil,Baby Body Oil,Baby Skin Care,Baby Needs,Household
68470,Umbrella,Umbrella,Umbrella,General Needs,Household
116233,Scented,Candle,Illumination,General Needs,Household
97612,Scented,Candle,Illumination,General Needs,Household
1119364,Shoe Care Liquids,Shoe Polish,Shoe Care,General Needs,Household
81844,Wind screener -glass,Wind screener -glass cleaner,Car Care Cleaning  Exterior,Car Care,Household
828403,Toothpastes/Powder,Toothpastes/Powder,Toothpastes/Powder,Oral Care,Household
950281,Cosmetic,Cosmetic,Shampoo,Hair Care,Household
38401,Bottles,Regular,RTD,Juices,Beverages
115351,Cans,Regular,RTD,Juices,Beverages
74482,Local,Marsh Mellow,Sugar Confectionary,Confectionery,Grocery
428371,Local,Rice Cereals,Packaged Cereals,Cereals,Grocery
995695,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
1046374,Fabric Softener,Fabric Softener,Fabric Softener,Laundry Care,Household
402703,Laundry Aids,Laundry Aids,Laundry Aids,Laundry Care,Household
96370,Scented,Candle,Illumination,General Needs,Household
99133,Moisturizer,Facial Moisturizer,Face Cream,Facial Care,Household
82600,Regular Paste,Floride Tooth Paste,Tooth Paste,Oral Care,Household
62260,Regular Balloons,Regular Balloons,Balloons,Party Ware,Household
116818,Cosmetic,Cosmetic,Shampoo,Hair Care,Household
827458,Cosmetic,Cosmetic,Shampoo,Hair Care,Household
68263,Bottles,Regular,RTD,Juices,Beverages
847213,Cans,Regular,RTD,Juices,Beverages
1107907,Tin,Gift Pack Tea,Gift Pack Tea,Tea,Beverages
572470,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
44656,Bags,Bags,Non Flavored Tea,Tea,Beverages
819205,Regular,Flavoured,Imported,Yoghurt,Chilled
126826,Bulk,Green Grams,Breakfast Beans & Peas,Pulses,Grocery
40300,Sticks,Imported,Wafers,Biscuits,Grocery
52738,Local,Marsh Mellow,Sugar Confectionary,Confectionery,Grocery
44224,Unclassified,Unclassified,Unclassified,Long Life,Grocery
840391,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
25117,Blocks,Room,Air Freshener,Cleaning Aids,Household
1028761,Female Fragrance Gif,Female Fragrance Gift Packs,Female Fragrance Gift Packs,Female Fragrance,Household
123424,Foot Cream,Foot Cream & Lotion,Foot Care,Hand & Body Care,Household
950407,Men's Face Creams,Men's Face Creams,Men's Facial Care,Men's Toiletries,Household
971548,Laundry Aids,Laundry Aids,Laundry Aids,Laundry Care,Household
1018258,All Purpose Floor &,All Purpose Floor & Tile Cleaners,All Purpose Cleaners,Cleaning Consumables,Household
1044232,Baby Clothing,Baby Clothing,Baby Clothing,Baby Needs,Household
115711,Scented,Candle,Illumination,General Needs,Household
390823,Moisturizer,Facial Moisturizer,Face Cream,Facial Care,Household
824659,Bottles,Regular,RTD,Juices,Beverages
276217,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
139606,Mix,Mix,RTD,Tea,Beverages
413899,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
71305,Local,Marsh Mellow,Sugar Confectionary,Confectionery,Grocery
40246,Local,Jujubs,Sugar Confectionary,Confectionery,Grocery
1003831,Bottles,Tomato Pasta Sauce,Pasta Sauce,Pasta & Noodles,Grocery
1003840,Bottles,Tomato Pasta Sauce,Pasta Sauce,Pasta & Noodles,Grocery
100177,Specialty,Specialty,Cake,Bakery,Grocery
1025908,Protection Soap,Soap,Body Cleansing,Hand & Body Care,Household
914767,Baby Body Oil,Baby Body Oil,Baby Skin Care,Baby Needs,Household
396925,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
89548,Umbrella,Umbrella,Umbrella,General Needs,Household
105046,Umbrella,Umbrella,Umbrella,General Needs,Household
1042864,Moisturizer,Facial Moisturizer,Face Cream,Facial Care,Household
1069837,Regular Paste,Floride Tooth Paste,Tooth Paste,Oral Care,Household
1073527,Regular Paste,Floride Tooth Paste,Tooth Paste,Oral Care,Household
1012201,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
